             y1          y2
1   -5.01221780 -0.73930978
2   -5.53495080 -0.87589337
3   -1.01633910 -0.31372503
4   -9.48804100  0.44912858
5    3.43392500  1.36891520
6    0.45523787  1.95802320
7   -1.41632560  0.67883618
8   -5.54373470 -1.80940050
9   -7.61459750 -2.71735790
10  -7.07822340 -2.63984650
11   2.40227790  5.19313700
12  -0.56373531 -3.15911790
13   7.10336600  2.19935720
14   5.27466050  0.48243645
15  -5.66115140  1.04164470
16   5.32495860  3.27368360
17   0.87944483 -2.70576450
18   4.34538110  1.37595650
19  -1.23407200  1.46440170
20   0.02535236 -0.35006890
21  -0.57547719  0.06320896
22   8.10301270  2.42553960
23   3.71969070 -0.52977164
24   0.98854274 -2.84973950
25   1.76778510  0.06603939
26   4.39927490  1.34421400
27  -7.95424620 -5.68098870
28   2.06519120  5.04236150
29  -4.55390000 -3.48366570
30  -3.25976050 -3.65978800
31  -5.09300830 -1.78225650
32  -4.16290040 -0.37699111
33   7.24555060  0.55240005
34   0.96422631  1.93059320
35  -0.39523687 -1.24902740
36   5.57502530 -1.42476130
37   3.33787040  0.70451241
38  -0.92949980  2.21650050
39   0.40000674  0.01922443
40  -2.27428140 -0.60208038
41  -6.45774360 -1.08420880
42  -5.62282570 -0.92238775
43   4.60031370 -2.67461810
44  -9.04686340 -1.50953750
45   6.94422950  5.48355110
46  -2.04856550 -0.52336259
47  -3.54445500  0.46551737
48  -3.96461630 -4.04316260
49  -2.07429670 -2.49893670
50  -2.08325770 -0.92958567
51  -6.17451850 -2.21166700
52   3.17582150  1.21097980
53   2.39607640  2.05732120
54  -5.98235100 -1.00295400
55  -5.35397260 -2.10240270
56  -4.73230160 -1.77285410
57  11.63855900  9.16078830
58  -0.95744474  0.74638685
59  -2.66686360  2.63601140
60  -1.81702240  0.89207513
61  -2.95624570 -1.72984650
62   1.06260540 -0.64594588
63   1.93929460  0.91153978
64   0.02735364 -2.77666680
65  -0.02356912 -1.92900590
66   0.30002640  0.15502541
67   1.09270940 -2.27533040
68  -0.42693036 -0.20227540
69  -4.79051840  0.37465846
70  -4.95645500 -2.93697480
71   5.92601360  1.35451620
72   5.22833060 -1.80584950
73   3.89462410 -0.02269145
74  -0.59153419  0.09675773
75  -1.34936330  0.47209125
76  -5.47052990 -1.18846820
77  -6.91002170 -2.81231280
78  -1.65986920 -1.55986840
79   4.71544600  2.41213910
80   2.15068030  1.49583200
81   6.13795600 -7.11952060
82   6.00189880 -6.74167020
83   6.22672010 -6.78777700
84   5.89489550 -6.61162480
85   6.23687260 -6.75424850
86   6.17821410 -6.02098200
87   6.76137800 -6.82119600
88   6.74776590 -6.50090460
89   6.80009530 -6.30788090
90   6.29464760 -7.01489410
91   7.15699410 -6.80945250
92   6.25946710 -7.49706630
93   6.21451050 -6.48384320
94   6.54714860 -7.37111200
95   5.80638250 -6.88878800
96   6.24354770 -5.95898600
97   6.19527450 -6.24565170
98   6.96824330 -6.61162760
99   6.05456370 -6.95370140
100  6.56588700 -5.64450450
101  6.32413710 -6.70400170
102  6.32376800 -6.60597340
103  6.14416010 -6.53494780
104  5.74642490 -7.25855910
105  5.88457940 -6.87515410
106  6.75913660 -5.89422470
107  5.84524630 -6.79929800
108  6.70433670 -6.18896280
109  5.90239400 -5.77442650
110  6.61800730 -6.56635260
111  5.30077900 -6.89695960
112  6.16932900 -6.78433380
113  5.86147620 -7.15206880
114  5.46320890 -6.30461010
115  6.78733070 -6.69779920
116  6.67543580 -6.66049970
117  7.13178600 -6.11284910
118  5.28081430 -5.72464210
119  5.95583520 -7.25526250
120  6.68589560 -6.59804730
121  6.60415360 -6.48206090
122  6.16347210 -6.33456760
123  5.81441720 -7.14238500
124  6.93064890 -6.74878610
125  6.48982730 -6.67351030
126  6.14270750 -6.45487540
127  5.71733620 -6.80335540
128  6.24306890 -7.31830950
129  6.87038540 -5.96469050
130  6.04960040 -6.71897640
131  6.60236070 -5.78176320
132  6.18560810 -6.20801590
133  5.62648160 -6.90523390
134  5.68848130 -6.90267020
135  6.47882100 -5.91253780
136  6.37556870 -6.52282170
137  6.20975880 -6.97017660
138  5.69783980 -6.57008290
139  6.31802680 -6.41744230
140  6.70327140 -6.99253000
