              y1           y2
1     1.68188420   0.93196397
2    -3.71580610   0.02553904
3    -6.65287430  -0.75095330
4    -9.16646050  -2.12016290
5     1.15329670   2.82894160
6     5.67942970   1.28340610
7    -2.37512890  -0.25113025
8    -0.21928506  -0.49489131
9     1.54501590  -2.62899000
10    3.29827640  -0.23183536
11    8.03282790   5.65120780
12   -2.14249630  -1.19820130
13    6.90708850   2.62816220
14    3.18600180   1.10778160
15   -6.59424890  -1.74746250
16    0.33702746   1.85654150
17    4.74820230   0.20826408
18    4.52559740   1.46241010
19   -0.74878021  -2.87333560
20    2.49892710  -2.22651000
21   -1.28411040  -1.25382820
22    2.33759010   0.24710851
23   -9.09611820  -0.31559524
24   -0.38662946   2.78518690
25    8.33234410   4.72770120
26   -3.18351360  -3.33249380
27    3.20107590   0.96714106
28   -0.24537847  -2.64829530
29   -3.33680860   2.50038760
30    4.65558930  -0.90102490
31    4.02866220   1.71774810
32   -0.54644254  -0.55752693
33   -0.45000545   1.90762450
34    1.54289800   0.38629263
35   -1.90848020  -1.89066640
36   -4.49251920   1.26850080
37    4.29771050   0.72478244
38    2.22311910   1.98735960
39    0.56913291  -1.26444430
40   -4.56891420  -4.81882470
41    5.90619390   1.71537250
42    0.76245011  -0.69584876
43   11.26678100   4.46294710
44    0.86866898  -4.60626870
45   -0.82820793  -1.24172650
46    3.88444530   3.72022570
47    2.59732060   3.47312440
48   -2.35062240   0.04474152
49   -3.12263320   0.78575434
50    5.26027750   1.59644490
51    2.98450450  -0.54318110
52   -0.87100753   0.40390475
53   -0.71748216   2.86584900
54    3.25575870   1.87483080
55    2.57154360  -0.36262892
56   -2.12721320  -1.42847570
57    5.91107610   0.44469966
58   -3.87737890  -0.27652298
59    4.90773790   4.05166750
60    2.30554410   1.78529870
61    1.31722300   3.23388190
62    0.72502126  -0.66987433
63   10.64389200   5.47813350
64    1.13148180  -0.13845268
65    3.69549330   3.07845330
66   -4.99128320   1.46677250
67   -1.58860670   1.69390040
68    2.17462360  -3.42247770
69    5.49617260   1.91017360
70   -5.38042820  -2.00587150
71    4.10381760   3.95241830
72   -0.02607886   0.27637296
73   -6.98165120  -1.56429800
74   -2.36893600  -3.25510600
75   -1.89228170   0.83060587
76   -0.40915356  -1.46058730
77    2.79233580   0.35144632
78    5.78524110   1.07132870
79   -6.59161400  -4.13254470
80    2.59346220   2.91020730
81    6.58951380  -6.34843100
82    6.89746910  -6.33371120
83    6.65585640  -5.90597220
84    6.14218010  -6.00182560
85    6.71916540  -6.82731260
86    6.33310190  -6.49886280
87    6.64214400  -6.70326070
88    6.15384530  -5.95776110
89    6.30991460  -6.70588410
90    6.08523570  -6.23323390
91    6.52517620  -6.41011270
92    5.99129710  -6.21200940
93    6.48518180  -6.27855540
94    6.52925940  -6.66324010
95    6.85249380  -6.33456090
96    5.99327280  -6.37256110
97    6.18103690  -6.74919450
98    5.73369000  -6.36003730
99    6.10955220  -6.51457100
100   6.67538560  -7.28806620
101   6.00215070  -6.02277210
102   6.75339640  -6.80752110
103   6.45548710  -7.16208270
104   6.74979280  -6.26244410
105   6.23309800  -6.30213960
106   5.85276400  -7.01309460
107   6.01876080  -6.46189050
108   6.68986550  -6.26986150
109   6.69119370  -6.71032840
110   6.00379630  -6.08039140
111   6.41028480  -6.63411730
112   6.40066400  -6.61369870
113   6.27502610  -6.08633740
114   6.92444930  -7.24813980
115   6.51138480  -6.64787130
116   4.72731840  -6.22513460
117   5.95292110  -5.14453160
118   5.52612230  -6.15404050
119   6.61834320  -6.72263210
120   6.20092840  -6.92429630
121   5.97967470  -7.27832010
122   6.38907810  -6.91294100
123   5.55732620  -6.44098010
124   5.79803300  -6.30369780
125   6.57200820  -6.29049860
126   5.50382570  -6.89792830
127   6.36494350  -5.37563330
128   5.59905950  -5.57652440
129   6.39076290  -6.21980350
130   6.49746450  -6.73919180
131   5.28247120  -6.43673230
132   5.98561110  -6.77602330
133   7.15106750  -6.48945530
134   6.19994440  -5.99494820
135   6.74770490  -6.35773450
136   5.79259440  -6.91929740
137   6.38684510  -6.49173420
138   6.97145310  -6.48960220
139   7.05022560  -6.10434420
140   6.24685920  -6.21008000
141 -11.54125700  -9.49910270
142 -11.12295700 -10.36845500
143 -10.13934900 -10.07035900
144 -11.80967100 -10.15152400
145 -11.12386700 -11.04932800
146 -11.99874700 -10.54976200
147 -10.91793000 -10.60155800
148 -11.54758800 -10.48874100
149 -10.81357400 -10.28401400
150 -11.03291700 -10.10049400
151 -11.35930400 -10.02855800
152 -10.08024400 -10.89548900
153 -10.90216600 -10.48569800
154 -10.77844800 -10.50651200
155 -11.40242600 -10.59031700
156 -11.12935400 -10.05190800
157 -11.90638400 -10.14019700
158 -11.21197400 -10.17838600
159  -5.87287710  11.38536200
160  -5.41641640  10.83178300
